index,x,y,z
3867,731,115,370
3868,-484,-931,-229
3869,679,-803,62
3870,-564,158,178
3871,936,558,-903
3872,956,307,-354
3873,-246,71,-45
3874,-283,-107,-744
3875,-733,742,444
3876,-695,-49,-756
3877,-467,-63,515
3878,580,-613,-260
3879,-226,3,716
3880,42,-536,-992
3881,-939,219,423
3882,118,-146,486
3883,-386,196,-333
3884,305,-885,973
3885,-598,-155,-712
3886,465,364,-579
3887,-248,-365,-100
3888,875,-972,-662
3889,876,-158,154
3890,-42,-619,-771
3891,-599,509,288
3892,525,-270,-778
3893,783,-578,649
3894,-588,668,-293
3895,686,867,-676
3896,397,-692,105
3897,798,-341,-287
3898,-553,-540,-369
3899,893,-538,-244
3900,-799,-632,478
3901,-515,-613,-581
3902,12,680,-821
3903,-772,-398,79
3904,111,-764,-452
3905,653,272,-88
3906,50,-424,734
3907,-379,-470,684
3908,-588,-590,455
3909,515,-642,947
3910,200,340,392
3911,-62,516,-118
3912,-827,-780,844
3913,-987,-341,-394
3914,-749,-555,57
3915,413,-534,-316
3916,-878,-831,271
3917,103,-287,595
3918,-862,673,839
3919,111,663,892
3920,63,132,876
3921,-520,755,266
3922,76,409,-272
3923,177,-605,439
3924,189,-864,647
3925,347,286,821
3926,-968,-104,-514
3927,-969,-742,526
3928,142,-912,-296
3929,-770,57,409
3930,239,-539,-196
3931,-550,-938,244
3932,-28,165,-760
3933,-542,96,505
3934,-556,173,165
3935,-261,151,-637
3936,2,892,297
3937,541,-732,-989
3938,-380,-690,-584
3939,-862,210,974
3940,755,245,126
3941,656,-187,633
3942,-289,660,997
3943,829,402,611
3944,441,446,-756
3945,643,178,658
3946,120,297,542
3947,-314,965,228
3948,709,-843,987
3949,-322,944,-389
3950,-23,-470,-299
3951,309,12,255
3952,914,-674,-399
3953,664,174,437
3954,-643,-429,-374
3955,110,-886,289
3956,613,627,-654
3957,295,96,777
3958,824,-28,195
3959,152,186,-710
3960,-119,-247,413
3961,-132,-965,-157
3962,-459,436,-785
3963,-919,276,-392
3964,-433,601,578
3965,516,971,-1000
3966,670,-448,-346
3967,-650,-801,-752
3968,-908,-607,196
3969,63,-95,-931
3970,-85,337,-550
3971,-383,-598,584
3972,-401,-752,856
3973,-21,-953,776
3974,582,-467,-617
3975,-159,-179,-793
3976,331,-852,-101
3977,-186,255,337
3978,-129,-632,-689
3979,-222,-652,-388
3980,-515,-179,-846
3981,770,-441,-607
3982,360,284,-881
3983,-12,548,-661
3984,344,536,-836
3985,963,-877,-336
3986,481,-477,-813
3987,788,-427,125
3988,-93,494,-641
3989,646,622,626
3990,425,369,-424
3991,-879,-246,-606
3992,798,-791,-999
3993,-927,-536,-307
3994,772,187,-521
3995,303,-467,-168
3996,451,-241,-699
3997,-153,492,414
3998,-864,639,-326
3999,-581,-280,846
4000,601,-433,-118
4001,6,-822,212
4002,688,-424,-503
4003,-536,563,-708
4004,-382,584,-991
4005,130,-635,184
4006,-294,-387,495
4007,-889,442,-802
4008,460,-255,-650
4009,-121,-694,681
4010,-418,-8,-495
4011,-292,-544,401
4012,-946,406,863
4013,-782,455,397
4014,-987,-610,526
4015,965,-279,-146
4016,-496,-873,32
4017,-349,930,399
4018,627,-683,-939
4019,-157,376,485
4020,-516,562,-180
4021,458,-949,-650
4022,-822,-75,-638
4023,-119,46,-810
4024,-494,-578,-989
4025,-630,-356,158
4026,760,785,-688
4027,598,-434,-281
4028,15,-594,664
4029,938,-265,-650
4030,74,-435,880
4031,343,-127,331
4032,-436,42,-22
4033,247,903,-706
4034,-421,401,-873
4035,851,397,982
4036,-550,482,506
4037,-655,219,573
4038,-318,769,-633
4039,-742,-482,-929
4040,850,337,733
4041,-628,-785,940
4042,532,-197,-899
4043,562,-762,326
4044,-538,781,-312
4045,-927,-32,-377
4046,742,491,-122
4047,-886,10,516
4048,756,418,-30
4049,834,-212,-969
4050,392,766,-526
4051,-937,-347,106
4052,803,-272,-214
4053,-314,-992,-866
4054,896,345,-998
4055,-558,-950,-555
4056,881,417,-782
4057,-687,-441,-193
4058,823,-533,-131
4059,-92,347,781
4060,-563,15,392
4061,-68,99,-752
4062,-526,149,-25
4063,751,356,-784
4064,349,550,-165
4065,70,-474,-798
4066,-186,922,465
4067,640,-444,-723
4068,790,-961,-632
4069,-959,137,438
4070,-976,-906,-116
4071,681,-745,179
4072,-522,514,345
4073,812,417,-396
4074,-846,-389,-977
4075,33,627,58
4076,976,-210,548
4077,158,952,179
4078,-370,541,-226
4079,-226,602,-821
4080,837,665,-682
4081,779,933,-719
4082,-197,-569,-626
4083,-640,-449,-40
4084,875,937,215
4085,-429,187,141
4086,702,987,917
4087,559,225,-135
4088,-59,840,951
4089,103,266,326
4090,314,515,-555
4091,-291,510,-323
4092,-131,154,-343
4093,-231,-671,-837
4094,486,694,-781
4095,722,-633,-467
4096,584,-147,990
4097,-728,-576,-473
4098,0,664,-879
4099,-828,-340,-435
4100,-147,-626,411
4101,64,-705,844
4102,0,400,274
4103,557,466,-549
4104,773,-970,-433
4105,-389,157,-130
4106,-625,-67,-7
4107,725,-998,958
4108,-885,-490,-422
4109,489,-867,850
4110,-642,-302,-712
4111,-748,-553,-717
4112,-394,-208,389
4113,533,-559,764
4114,-52,795,60
4115,-380,97,55
4116,-381,447,-389
4117,284,-426,-785
4118,-287,386,-490
4119,-655,-178,558
4120,-178,-211,-923
4121,188,606,559
4122,-766,1,923
4123,-454,35,-478
4124,-608,492,-397
4125,-398,52,-942
4126,61,-475,95
4127,-308,661,-55
4128,-920,135,696
4129,-37,427,461
4130,-977,499,963
4131,-406,-372,-947
4132,177,-268,-774
4133,-541,515,-358
4134,259,-137,-230
4135,-389,-220,-982
4136,699,626,472
4137,614,-958,931
4138,456,-554,-237
4139,418,-933,-428
4140,-104,-879,752
4141,99,714,-786
4142,-540,-918,501
4143,-943,169,-848
4144,-95,923,-723
4145,-999,580,-61
4146,-621,808,-629
4147,-351,296,-908
4148,502,25,390
4149,425,278,563
4150,-908,-643,610
4151,-567,-914,434
4152,455,410,594
4153,-229,914,203
4154,64,62,467
4155,-937,-893,938
4156,417,31,53
4157,492,-42,150
4158,-916,428,-337
4159,644,-516,814
4160,481,-572,-123
4161,250,-815,981
4162,-478,782,-230
4163,-515,433,725
4164,-54,-540,940
4165,976,-427,402
4166,170,-543,809
4167,634,-180,-29
4168,407,234,266
4169,-836,-931,953
4170,245,354,473
4171,-909,-226,-242
4172,597,247,-613
4173,-776,-739,938
4174,375,-585,243
4175,774,-104,340
4176,823,-808,564
4177,-697,752,235
4178,-510,-988,-786
4179,584,-279,-922
4180,949,-716,542
4181,407,145,-882
4182,-825,-440,265
4183,-761,138,-409
4184,-936,-598,877
4185,-356,-569,215
4186,-452,-207,-244
4187,788,713,-711
4188,-497,-593,239
4189,472,-409,84
4190,-39,6,-452
4191,888,341,-852
4192,640,233,999
4193,246,-609,-261
4194,-682,-740,594
4195,-591,-234,375
4196,756,488,-329
4197,766,558,392
4198,-986,-494,904
4199,-19,-910,928
4200,614,421,-81
4201,184,627,-138
4202,-383,-303,-718
4203,-944,776,417
4204,16,947,-298
4205,-513,163,-762
4206,685,396,227
4207,-41,896,105
4208,409,575,-877
4209,-68,-211,222
4210,59,859,-924
4211,856,-928,143
4212,284,-984,774
4213,-212,935,503
4214,331,-666,992
4215,144,577,-830
4216,70,-111,707
4217,-302,-376,-604
4218,73,358,-749
4219,-6,-335,320
4220,492,150,-96
4221,-54,647,904
4222,-196,305,-965
4223,-442,-461,10
4224,694,-800,149
4225,-622,904,20
4226,540,595,-629
4227,-679,-603,-283
4228,258,938,106
4229,-769,258,-946
4230,-223,600,690
4231,-852,-486,-54
4232,851,-928,120
4233,-19,-50,89
4234,863,13,-175
4235,-494,177,179
4236,492,-550,-281
4237,-945,398,663
4238,350,275,213
4239,699,-897,-854
4240,384,-653,628
4241,48,-66,-789
4242,126,-540,-368
4243,-254,-396,349
4244,-228,-229,200
4245,-688,-445,355
4246,-318,229,-175
4247,602,-907,48
4248,6,883,592
4249,832,-732,205
4250,-406,-953,-923
4251,-437,-377,-410
4252,-510,749,525
4253,893,-675,-842
4254,7,-3,93
4255,-740,-23,-175
4256,205,-649,640
4257,-153,-537,304
4258,-902,539,550
4259,-867,139,-472
4260,539,-900,-752
4261,233,774,165
4262,105,-976,-40
4263,-947,338,-431
4264,106,225,931
4265,-75,-491,-901
4266,576,-671,663
4267,991,-808,126
4268,392,690,285
4269,-574,349,297
4270,-632,-77,502
4271,-826,230,-770
4272,195,-838,569
4273,-205,-549,-681
4274,353,247,-687
4275,340,-748,231
4276,92,-20,449
4277,-823,-805,577
4278,843,907,-319
4279,860,457,-252
4280,194,39,-719
4281,-635,-128,-140
4282,-568,-389,-539
4283,698,-946,-34
4284,-423,-467,-947
4285,33,561,-555
4286,857,-247,-139
4287,209,665,233
4288,-166,-545,-8
4289,-353,-38,231
4290,-175,-880,-624
4291,261,-346,778
4292,259,-559,-210
4293,-534,813,-461
4294,-689,-497,675
4295,233,967,-139
4296,80,-448,892
4297,205,-116,-576
4298,-407,-97,-209
4299,-632,283,-463
4300,-716,-304,869
4301,675,-558,-999
4302,-741,39,909
4303,949,-671,-991
4304,783,536,-220
4305,570,921,-300
4306,710,119,-354
4307,-952,255,168
4308,36,-122,39
4309,-931,-817,-514
4310,423,424,-948
4311,36,-756,-623
4312,-69,740,555
4313,-112,-745,15
4314,-825,-890,926
4315,-815,360,612
4316,-892,-631,-969
4317,619,537,501
4318,225,-753,514
4319,-250,87,-575
4320,529,-7,-793
4321,-907,238,-123
4322,162,-160,368
4323,-985,292,884
4324,-378,552,-910
4325,-250,806,471
4326,-85,-988,334
4327,-557,423,-271
4328,194,189,888
4329,498,324,-120
4330,-626,-105,813
4331,-75,660,-602
4332,-62,-668,-205
4333,-544,-625,-275
4334,173,-974,-247
4335,-950,681,609
4336,770,-632,-518
4337,54,898,-67
4338,-474,-853,846
4339,904,-693,-885
4340,531,769,867
4341,-20,-346,215
4342,466,-994,-879
4343,619,231,633
4344,686,513,137
4345,-144,-733,-742
4346,-252,182,-806
4347,-404,-849,-966
4348,-142,820,-8
4349,386,341,366
4350,553,713,-454
4351,63,-473,-504
4352,755,293,990
4353,718,-713,894
4354,679,-916,-696
4355,-635,343,-888
4356,931,28,-90
4357,-262,-824,500
4358,499,-990,-238
4359,-461,-477,59
4360,133,-517,-186
4361,722,284,547
4362,-491,544,-744
4363,710,569,-329
4364,755,153,-442
4365,178,762,-80
4366,781,134,-101
4367,170,-725,-631
4368,929,-260,643
4369,31,239,103
4370,-58,90,213
4371,195,722,-444
4372,-942,-789,299
4373,965,177,519
4374,-974,802,-537
4375,-69,332,758
4376,306,794,-137
4377,-39,240,-83
4378,-750,-448,-701
4379,627,-810,-386
4380,-730,523,280
4381,980,-354,807
4382,-824,632,-785
4383,237,158,-728
4384,147,-430,-487
4385,-788,-672,-900
4386,418,769,-985
4387,-99,-367,-258
4388,894,-636,282
4389,255,-583,926
4390,-559,0,257
4391,-885,-155,-301
4392,55,922,-457
4393,376,-547,-8
4394,-865,-378,653
4395,954,-473,-403
4396,282,-102,-763
4397,967,-93,-399
4398,166,789,309
4399,-2,-309,732
4400,-471,-941,38
4401,277,254,-656
4402,14,331,895
4403,546,-734,-999
4404,-805,-698,855
4405,-588,-826,139
4406,982,189,630
4407,546,286,-59
4408,-888,198,-516
4409,-449,802,-143
4410,-276,63,-116
4411,-100,-646,-640
4412,-963,-563,814
4413,440,166,-569
4414,-271,776,-647
4415,-944,-420,-327
4416,-129,84,136
4417,-35,259,-931
4418,767,-219,-541
4419,-61,-608,-396
4420,976,-910,-263
4421,-715,-263,174
4422,759,733,83
4423,454,-294,-900
4424,-497,-629,323
4425,202,-157,780
4426,592,-625,-758
4427,-73,144,-788
4428,627,-409,-133
4429,-989,728,-258
4430,805,209,-8
4431,643,4,-643
4432,110,48,-7
4433,367,881,-628
4434,-219,-280,-38
4435,81,732,-472
4436,921,-828,581
4437,-819,47,176
4438,110,628,874
4439,-894,78,145
4440,462,-921,-854
4441,-909,384,147
4442,-108,151,473
4443,403,-272,818
4444,-525,551,282
4445,-112,256,965
4446,-887,914,-202
4447,-373,-65,42
4448,-640,106,211
4449,-760,-466,972
4450,-894,-145,316
4451,-952,770,421
4452,258,953,994
4453,245,-128,-981
4454,315,-328,500
4455,160,454,463
4456,197,-947,626
4457,451,-607,425
4458,-953,175,850
4459,-820,-837,-609
4460,-466,760,321
4461,686,442,-176
4462,-607,-295,737
4463,-776,-985,208
4464,124,449,-990
4465,-534,-126,-217
4466,772,-854,-935
4467,926,-330,-162
4468,353,-174,200
4469,992,52,733
4470,-685,407,379
4471,150,367,951
4472,89,141,-941
4473,-65,-897,-614
4474,787,290,-998
4475,-748,971,504
4476,-958,43,-458
4477,-539,998,-931
4478,-913,936,276
4479,157,327,-786
4480,593,785,741
4481,534,79,49
4482,-87,-530,900
4483,-319,879,-876
4484,-979,-800,625
4485,71,183,313
4486,-633,866,-208
4487,-523,758,478
4488,848,-265,-299
4489,321,-100,-991
4490,-542,874,-364
4491,-261,-459,913
4492,-865,230,320
4493,-130,-995,-207
4494,-145,-443,-432
4495,781,237,632
4496,-138,-577,948
4497,356,822,-993
4498,101,-792,625
4499,613,-539,118
4500,-904,788,348
4501,408,-40,-300
4502,699,-419,-258
4503,778,-963,-377
4504,-722,-47,-443
4505,-281,101,413
4506,-515,847,-40
4507,224,-65,-882
4508,521,940,-94
4509,-562,171,314
4510,-630,416,-795
4511,-755,-525,-766
4512,-850,-289,291
4513,-168,-349,-168
4514,384,-916,108
4515,-608,-147,486
4516,984,450,-849
4517,483,103,341
4518,670,-717,-440
4519,-156,-961,-328
4520,-842,-241,-877
4521,-323,214,11
4522,-233,300,-355
4523,677,435,787
4524,236,-846,299
4525,-974,126,91
4526,-541,-485,-987
4527,314,865,-919
4528,443,363,656
4529,409,688,166
4530,267,-848,-840
4531,345,-711,906
4532,542,-893,21
4533,212,116,32
4534,-637,997,-734
4535,108,141,-921
4536,238,625,-263
4537,339,-844,394
4538,585,357,665
4539,-875,965,-767
4540,-819,487,-949
4541,738,504,774
4542,-722,594,290
4543,800,-559,711
4544,221,-515,149
4545,-509,884,524
4546,-13,-512,-795
4547,190,557,849
4548,-930,-653,822
4549,378,-792,-748
4550,-782,-382,842
4551,-868,291,-313
4552,696,939,-424
4553,-18,-399,260
4554,-15,-780,654
4555,938,581,724
4556,-865,-485,-335
4557,726,-251,665
4558,-105,-663,-469
4559,-141,360,-563
4560,145,225,-240
4561,220,995,152
4562,552,678,541
4563,-572,905,423
4564,306,389,266
4565,287,-448,314
4566,263,-314,-338
4567,-252,-399,-911
4568,-310,363,-574
4569,-576,-738,351
4570,-245,97,614
4571,-704,315,-131
4572,818,358,-572
4573,-387,-657,77
4574,825,-77,-602
4575,315,956,-655
4576,969,567,-590
4577,368,527,419
4578,-802,-810,-754
4579,-825,-768,-958
4580,161,70,-199
4581,-314,455,-884
4582,928,-560,740
4583,-860,-818,765
4584,-813,-7,914
4585,-914,29,-798
4586,449,854,802
4587,109,675,795
4588,-962,111,-18
4589,-883,418,-576
4590,-870,-185,495
4591,146,-689,-245
4592,214,-21,342
4593,-183,32,169
4594,965,772,806
4595,-883,-669,688
4596,-191,-299,-353
4597,26,436,371
4598,-437,-93,56
4599,-60,-688,68
4600,-953,548,-6
4601,900,884,897
4602,292,-169,161
4603,279,192,989
4604,0,-614,583
4605,-572,-575,-260
4606,-188,-394,603
4607,192,354,637
4608,-149,796,-893
4609,345,-647,912
4610,-973,-630,879
4611,-140,-331,836
4612,156,-250,655
4613,-348,-957,-400
4614,-297,-431,447
4615,494,541,-614
4616,148,-613,664
4617,-763,875,588
4618,167,99,-557
4619,130,458,-741
4620,-100,903,-278
4621,647,-677,-467
4622,-534,601,791
4623,-504,-546,-515
4624,-819,810,-983
4625,-903,343,870
4626,625,-82,-652
4627,-201,-212,-525
4628,864,-590,-334
4629,178,384,-275
4630,-217,414,935
4631,698,-383,-154
4632,65,427,-847
4633,648,-511,73
4634,580,621,663
4635,-656,-558,781
4636,588,-373,-977
4637,-911,132,543
4638,-88,868,685
4639,709,-432,-177
4640,987,-352,630
4641,-46,-234,246
4642,98,566,668
4643,-397,363,-292
4644,116,-791,-985
4645,-99,-555,569
4646,394,549,848
4647,495,-648,514
4648,71,-610,202
4649,306,181,927
4650,-65,-286,881
4651,539,960,676
4652,749,87,-567
4653,973,56,-404
4654,-249,304,515
4655,819,-48,789
4656,-30,740,68
4657,-833,501,331
4658,-164,516,-868
4659,-669,831,204
4660,126,227,271
4661,-535,-593,-211
4662,-865,753,739
4663,-198,448,606
4664,-397,942,-118
4665,-88,417,257
4666,-448,733,-456
4667,-322,845,15
4668,-922,818,748
4669,-457,679,-912
4670,-624,-572,-315
4671,-858,748,493
4672,-824,100,-364
4673,69,953,269
4674,-908,-156,563
4675,-426,860,363
4676,482,291,-928
4677,581,-399,-519
4678,-585,910,-869
4679,-163,-322,561
4680,286,-498,459
4681,-262,229,-742
4682,-570,254,-625
4683,-878,371,-591
4684,-797,132,925
4685,911,-307,-630
4686,-29,-75,905
4687,-476,-498,499
4688,-206,-103,-346
4689,-170,948,-710
4690,-619,-875,-531
4691,922,153,-637
4692,-549,-850,830
4693,-974,688,-697
4694,195,-927,258
4695,-711,226,-640
4696,93,553,-696
4697,574,-319,344
4698,941,500,21
4699,-162,990,988
4700,-654,-700,-467
4701,79,-243,-746
4702,-640,735,-421
4703,853,158,-408
4704,-795,-954,786
4705,753,-862,650
4706,802,-952,-748
4707,-318,-646,-954
4708,577,448,-725
4709,-580,-858,91
4710,-322,391,-464
4711,-208,-775,677
4712,107,474,-150
4713,602,575,-183
4714,289,-956,-964
4715,-276,-727,434
4716,113,-242,-743
4717,231,177,-294
4718,-706,-910,71
4719,-407,673,-431
4720,824,702,-128
4721,-311,-537,4
4722,-401,70,-142
4723,-682,-972,-530
4724,492,-988,-471
4725,-555,-20,876
4726,-136,667,768
4727,-433,-489,41
4728,148,908,357
4729,-193,502,-194
4730,-791,-434,-649
4731,798,770,-335
4732,242,-409,-450
4733,-718,440,178
4734,-861,216,983
4735,987,516,-813
4736,-307,-922,-460
4737,-449,462,560
4738,-150,-572,19
4739,-522,-458,548
4740,-94,-412,970
4741,207,-826,-617
4742,-781,895,611
4743,232,209,-744
4744,30,905,-150
4745,-811,859,-54
4746,-524,-147,-467
4747,287,167,-930
4748,-402,-29,-885
4749,503,-93,-474
4750,168,-633,678
4751,-615,539,331
4752,-189,-963,-289
4753,-906,-266,400
4754,-594,-965,-772
4755,-158,-841,-810
4756,482,-375,-225
4757,405,215,-992
4758,-406,426,-519
4759,970,239,244
4760,-884,49,970
4761,713,-12,443
4762,436,611,917
4763,-914,-210,-629
4764,-827,292,511
4765,715,-176,240
4766,-949,-92,-896
4767,407,-952,431
4768,-790,828,-662
4769,-424,955,971
4770,-43,-353,395
4771,791,-131,582
4772,-158,109,-974
4773,75,323,482
4774,439,-264,-33
4775,705,-913,-815
4776,324,-27,648
4777,409,-157,38
4778,-796,-202,-471
4779,-758,972,-512
4780,-407,295,22
4781,527,-655,11
4782,72,-277,56
4783,-775,379,883
4784,-736,-692,-477
4785,-368,-649,719
4786,16,-585,923
4787,619,-430,-58
4788,334,720,-17
4789,-759,644,247
4790,311,985,983
4791,-596,-265,905
4792,335,-132,-681
4793,880,369,951
4794,787,-768,154
4795,-413,981,344
4796,675,-130,994
4797,206,414,405
4798,-28,-604,378
4799,901,52,-740
4800,-691,526,-379
4801,-6,259,-81
4802,-310,-779,816
4803,884,-299,-544
4804,474,601,650
4805,471,247,166
4806,293,656,907
4807,481,133,675
4808,9,-909,139
4809,-50,797,128
4810,-300,-596,-337
4811,-821,632,-749
4812,243,-787,188
4813,-111,-129,410
4814,57,-470,868
4815,53,-278,317
4816,189,449,-148
4817,500,716,538
4818,184,43,-959
4819,-539,-804,-652
4820,617,-363,873
4821,420,-403,-249
4822,808,-214,-775
4823,-922,-389,-692
4824,840,-524,656
4825,632,801,913
4826,-392,-44,833
4827,-747,-805,-533
4828,-429,517,436
4829,485,795,-356
4830,-265,326,690
4831,-813,799,54
4832,-514,321,-203
4833,392,-279,-652
4834,-927,-803,478
4835,639,-239,353
4836,-616,565,-137
4837,-681,425,-994
4838,-803,431,-330
4839,749,-714,148
4840,592,-335,-535
4841,-864,-732,-439
4842,426,-194,-113
4843,-904,435,-314
4844,788,812,-433
4845,-75,758,-194
4846,-944,546,-360
4847,-902,-971,-646
4848,838,-907,-715
4849,-894,-632,-949
4850,-361,-159,-408
4851,-600,48,-605
4852,506,797,-3
4853,-787,-250,-952
4854,-775,212,-420
4855,932,734,-721
4856,333,-623,19
4857,-621,-657,-3
4858,-767,707,-958
4859,-448,-912,-197
4860,-565,-855,11
4861,-413,-995,782
4862,-829,56,-875
4863,-52,809,-297
4864,308,135,477
4865,-827,520,818
4866,947,-268,337
4867,812,76,-959
4868,-171,-664,294
4869,552,-17,571
4870,-900,834,-321
4871,53,-808,-515
4872,-329,-123,13
4873,927,-433,813
4874,7,891,706
4875,-884,255,63
4876,-897,-449,-201
4877,549,-971,329
4878,-222,830,-313
4879,-337,-898,966
4880,-482,110,545
4881,-780,-542,264
4882,78,138,-682
4883,-376,510,-124
4884,94,490,-683
4885,-228,278,-634
4886,-502,-850,64
4887,-184,486,771
4888,677,68,-724
4889,725,-224,-913
4890,589,-815,742
4891,-290,444,-97
4892,17,631,-730
4893,863,-638,-342
4894,356,-426,-591
4895,-436,917,199
4896,603,333,-461
4897,-197,-740,-585
4898,24,-719,369
4899,494,-362,706
4900,63,830,815
4901,-378,44,456
4902,-308,-673,-508
4903,548,568,248
4904,-121,468,-403
4905,460,-759,766
4906,-334,842,359
4907,-160,566,834
4908,696,-208,-112
4909,388,-173,-239
4910,260,-445,324
4911,122,205,-711
4912,680,496,-182
4913,-145,239,-474
4914,-196,-816,594
4915,-775,-69,648
4916,-512,-384,906
4917,419,935,-471
4918,871,507,-456
4919,658,798,-636
4920,-611,110,-113
4921,593,720,731
4922,-432,3,343
4923,-145,-399,597
4924,587,362,135
4925,-492,-801,-416
4926,286,927,-703
4927,169,-997,678
4928,-457,688,-871
4929,-179,588,86
4930,436,-465,-182
4931,-738,-265,-782
4932,856,503,-494
4933,117,904,371
4934,-632,761,720
4935,220,-694,797
4936,-258,617,351
4937,-657,-632,-316
4938,-104,-272,-261
4939,-2,165,920
4940,508,-46,-508
4941,695,-249,153
4942,-620,322,-396
4943,-157,-397,228
4944,-430,-359,441
4945,190,105,971
4946,855,805,-788
4947,-492,-543,670
4948,-136,-900,-855
4949,463,191,505
4950,-344,-560,141
4951,481,-239,810
4952,-163,-930,357
4953,-984,-816,517
4954,672,669,-939
4955,-246,846,-536
4956,-703,-314,-87
4957,-991,-338,212
4958,387,372,-24
4959,-414,-394,-626
4960,-652,114,584
4961,-230,7,-477
4962,-106,-606,387
4963,751,399,613
4964,380,197,41
4965,-49,-668,733
4966,-396,741,-443
4967,-648,-125,-700
4968,915,269,-169
4969,828,-70,-58
4970,722,-251,665
4971,792,-532,647
4972,-595,-275,-892
4973,-310,-240,-777
4974,-350,-627,-642
4975,93,-552,145
4976,614,-349,-228
4977,-159,916,-606
4978,508,882,770
4979,-543,-667,757
4980,-328,-400,-398
4981,-959,-300,74
4982,975,-799,-39
4983,-241,-20,493
4984,611,499,209
4985,48,764,641
4986,891,-643,550
4987,-246,945,56
4988,-69,889,772
4989,-621,888,264
4990,-500,970,-570
4991,-502,-262,-375
4992,212,35,-740
4993,-46,824,507
4994,119,810,446
4995,62,-128,49
4996,33,-276,24
4997,521,-669,441
4998,-74,293,889
4999,472,78,26
5000,673,380,-748
5001,-907,-284,-180
5002,253,292,-780
5003,831,-551,984
5004,-87,836,-74
5005,13,154,652
5006,-470,861,-377
5007,-520,-937,-848
5008,75,-43,-953
